RefseqID	Contig	TreeRepresentative	ProteinID	Taxid	Protein	PADLOC_HMM	Start	End	Strand	Name	Strain	AssemblyStatus	Group name	Domain/Realm name	Kingdom name	Phylum name	Class name	Order name	Family name	Genus name	Species name	representative_genome	Cluster	plasmid_score	virus_score	GEI
GCF_006494575.1	NZ_VHGS01000004.1	WP_032068730.1	WP_032068730.1	470	DruH3	DruH3_00012	156609	159977	-	Acinetobacter baumannii	strain=MRSN15093	Contig	g-proteobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	NA	5	NA	NA	NA
GCF_006538525.1	NZ_BJLF01000010.1	WP_141345791.1	WP_141345791.1	413402	DruH3	DruH3_00001	62525	66034	+	Vibrio inusitatus NBRC 102082	strain=NBRC 102082	Contig	g-proteobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio inusitatus	Y	12	NA	NA	NA
GCF_006538525.1	NZ_BJLF01000010.1	WP_141345793.1	WP_141345793.1	413402	DruE3	DruE3_00003	66045	72479	+	Vibrio inusitatus NBRC 102082	strain=NBRC 102082	Contig	g-proteobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio inusitatus	Y	12	NA	NA	NA
GCF_006540375.2	NZ_SUPI02000026.1	WP_004178409.1	WP_023283168.1	573	DruH3	DruH3_00012	13451	16738	+	Klebsiella pneumoniae	strain=AS010202	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_006540375.2	NZ_SUPI02000026.1	WP_200119417.1	WP_106482286.1	573	DruE3	DruE3_00003	16751	23071	+	Klebsiella pneumoniae	strain=AS010202	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_006540665.2	NZ_SUOC02000060.1	WP_004178409.1	WP_004178409.1	573	DruH3	DruH3_00012	5670	8957	-	Klebsiella pneumoniae	strain=AS005919	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_006540665.2	NZ_SUOC02000060.1	WP_141425779.1	WP_141425779.1	573	DruE3	DruE3_00003	1	5657	-	Klebsiella pneumoniae	strain=AS005919	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_006540815.2	NZ_SUOP02000043.1	WP_004178409.1	WP_004178409.1	573	DruH3	DruH3_00012	1735	5022	+	Klebsiella pneumoniae	strain=AS003124	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_006540815.2	NZ_SUOP02000043.1	WP_200119417.1	WP_141409823.1	573	DruE3	DruE3_00003	5035	11355	+	Klebsiella pneumoniae	strain=AS003124	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_006540945.2	NZ_SUOD02000061.1	WP_004178409.1	WP_004178409.1	573	DruH3	DruH3_00012	3667	6954	+	Klebsiella pneumoniae	strain=AS005910	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	Y	2	0.9212	NA	GEI
GCF_006540945.2	NZ_SUOD02000061.1	WP_141425779.1	WP_141425779.1	573	DruE3	DruE3_00003	6967	12623	+	Klebsiella pneumoniae	strain=AS005910	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	Y	2	0.9212	NA	GEI
GCF_006541945.2	NZ_SUOT02000045.1	WP_004178409.1	WP_023283168.1	573	DruH3	DruH3_00012	19554	22841	+	Klebsiella pneumoniae	strain=AS002226	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_006541945.2	NZ_SUOT02000045.1	WP_200119417.1	WP_106482286.1	573	DruE3	DruE3_00003	22854	29174	+	Klebsiella pneumoniae	strain=AS002226	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_006542015.2	NZ_SUOW02000062.1	WP_004178409.1	WP_004178409.1	573	DruH3	DruH3_00012	1735	5022	+	Klebsiella pneumoniae	strain=AS001333	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_006542015.2	NZ_SUOW02000062.1	WP_200119417.1	WP_141409823.1	573	DruE3	DruE3_00003	5035	11355	+	Klebsiella pneumoniae	strain=AS001333	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_006546395.1	NZ_VIAK01000003.1	WP_004178409.1	WP_004178409.1	573	DruH3	DruH3_00012	258214	261501	-	Klebsiella pneumoniae	strain=T38-P35-mcr1-tc	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_006546395.1	NZ_VIAK01000003.1	WP_200119417.1	WP_004178408.1	573	DruE3	DruE3_00003	251881	258201	-	Klebsiella pneumoniae	strain=T38-P35-mcr1-tc	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_006546415.1	NZ_VIAJ01000024.1	WP_004178409.1	WP_004178409.1	573	DruH3	DruH3_00012	41759	45046	+	Klebsiella pneumoniae	strain=T38-P35-mcr3-tc	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_006546415.1	NZ_VIAJ01000024.1	WP_200119417.1	WP_004178408.1	573	DruE3	DruE3_00003	45059	51379	+	Klebsiella pneumoniae	strain=T38-P35-mcr3-tc	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_006546545.1	NZ_VIAO01000003.1	WP_023293393.1	WP_141414323.1	158836	DruE3	DruE3_00003	184306	190626	+	Enterobacter hormaechei	strain=T38-C141-mcr1-mcr-3-tc	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei	NA	2	NA	NA	NA
GCF_006546545.1	NZ_VIAO01000003.1	WP_206197082.1	WP_141414322.1	158836	DruH3	DruH3_00012	181007	184303	+	Enterobacter hormaechei	strain=T38-C141-mcr1-mcr-3-tc	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei	NA	2	NA	NA	NA
GCF_006636215.1	NZ_VIFM01000003.1	WP_141640505.1	WP_141640505.1	2590453	DruE3	DruE3_00003	28722	35009	+	Myxococcus llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogochensis	strain=AM401	Contig	bacteria	Bacteria	Pseudomonadati	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogochensis	Y	15	NA	NA	NA
GCF_006636215.1	NZ_VIFM01000003.1	WP_220137820.1	WP_220137820.1	2590453	DruH3	DruH3_00012	25345	28722	+	Myxococcus llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogochensis	strain=AM401	Contig	bacteria	Bacteria	Pseudomonadati	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogochensis	Y	15	NA	NA	NA
GCF_006711645.1	NZ_CP041247.1	WP_141965436.1	WP_141965436.1	1259973	DruE3	DruE3_00003	4676641	4682961	-	Klebsiella electrica	strain=DSM 102253	Complete Genome	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella electrica	Y	2	NA	NA	NA
GCF_006711645.1	NZ_CP041247.1	WP_141965437.1	WP_141965437.1	1259973	DruH3	DruH3_00012	4682974	4686273	-	Klebsiella electrica	strain=DSM 102253	Complete Genome	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella electrica	Y	2	NA	NA	GEI
GCF_006741505.1	NZ_AP019692.1	WP_000083328.1	WP_023205815.1	28901	DruH3	DruH3_00012	4260770	4264069	+	Salmonella enterica subsp. enterica serovar Senftenberg	strain=SL180013	Complete Genome	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	NA	2	NA	NA	NA
GCF_006741505.1	NZ_AP019692.1	WP_000213428.1	WP_001651402.1	28901	DruE3	DruE3_00003	4264082	4270402	+	Salmonella enterica subsp. enterica serovar Senftenberg	strain=SL180013	Complete Genome	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	NA	2	NA	NA	NA
GCF_006777045.1	NZ_CP041300.1	WP_020219138.1	WP_084818507.1	562	DruE3	DruE3_00003	4356907	4363221	-	Escherichia coli O1:H42	strain=CLSC36	Complete Genome	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_006777045.1	NZ_CP041300.1	WP_133301053.1	WP_122988699.1	562	DruH3	DruH3_00004	4363221	4366580	-	Escherichia coli O1:H42	strain=CLSC36	Complete Genome	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_006802045.1	NZ_VIOJ01000022.1	WP_001887822.1	WP_142726912.1	666	DruH3	DruH3_00010	57769	61125	-	Vibrio cholerae	strain=920006-15	Contig	g-proteobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae	NA	10	NA	NA	NA
GCF_006802045.1	NZ_VIOJ01000022.1	WP_114779164.1	WP_142726911.1	666	DruE3	DruE3_00003	51549	57755	-	Vibrio cholerae	strain=920006-15	Contig	g-proteobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae	NA	10	NA	NA	NA
GCF_006802275.1	NZ_VIOT01000049.1	WP_001887822.1	WP_142570046.1	666	DruH3	DruH3_00010	23126	26482	-	Vibrio cholerae	strain=A12JL36W82	Contig	g-proteobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae	Y	10	NA	NA	GEI
GCF_006802275.1	NZ_VIOT01000049.1	WP_142570044.1	WP_142570044.1	666	DruE3	DruE3_00003	16915	23112	-	Vibrio cholerae	strain=A12JL36W82	Contig	g-proteobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae	Y	10	NA	NA	GEI
GCF_006802635.1	NZ_VIPK01000042.1	WP_001887822.1	WP_111674258.1	666	DruH3	DruH3_00010	70298	73654	-	Vibrio cholerae	strain=A12JL4W93	Contig	g-proteobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae	NA	10	NA	NA	NA
GCF_006802635.1	NZ_VIPK01000042.1	WP_114779164.1	WP_142578744.1	666	DruE3	DruE3_00003	64078	70284	-	Vibrio cholerae	strain=A12JL4W93	Contig	g-proteobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae	NA	10	NA	NA	NA
GCF_006861635.1	NZ_SIJE01000006.1	WP_115080982.1	WP_097649811.1	28141	DruE3	DruE3_00003	211974	218300	+	Cronobacter sakazakii	strain=C7	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter	Cronobacter sakazakii	NA	11	NA	NA	NA
GCF_006861635.1	NZ_SIJE01000006.1	WP_129560366.1	WP_129560366.1	28141	DruH3	DruH3_00004	208615	211974	+	Cronobacter sakazakii	strain=C7	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter	Cronobacter sakazakii	NA	11	NA	NA	NA
GCF_006864645.1	NZ_QJGV01000018.1	WP_065278767.1	WP_003160970.1	287	DruE3	DruE3_00003	24580	30795	-	Pseudomonas aeruginosa	strain=EPIC E151	Contig	g-proteobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	NA	9	NA	NA	NA
GCF_006864645.1	NZ_QJGV01000018.1	WP_230091298.1	WP_042173095.1	287	DruH3	DruH3_00011	30801	33911	-	Pseudomonas aeruginosa	strain=EPIC E151	Contig	g-proteobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	NA	9	NA	NA	NA
GCF_006874785.1	NZ_CP015853.1	WP_020219138.1	WP_000383115.1	562	DruE3	DruE3_00003	2823775	2830089	-	Escherichia coli	strain=ATCC 43889	Complete Genome	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_006874785.1	NZ_CP015853.1	WP_133301053.1	WP_000960581.1	562	DruH3	DruH3_00004	2830089	2833448	-	Escherichia coli	strain=ATCC 43889	Complete Genome	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_006980705.1	NZ_SBHO01000004.1	WP_142810275.1	WP_142810275.1	2502184	DruH3	DruH3_00011	56133	59507	+	Tepidiphilus olei	strain=J18	Contig	proteobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Hydrogenophilia	Hydrogenophilales	Hydrogenophilaceae	Tepidiphilus	Tepidiphilus olei	Y	9	NA	NA	GEI
GCF_006980705.1	NZ_SBHO01000004.1	WP_142810277.1	WP_142810277.1	2502184	DruE3	DruE3_00003	59517	65750	+	Tepidiphilus olei	strain=J18	Contig	proteobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Hydrogenophilia	Hydrogenophilales	Hydrogenophilaceae	Tepidiphilus	Tepidiphilus olei	Y	9	NA	NA	GEI
GCF_007021965.1	NZ_VJNL01000010.1	WP_003158581.1	WP_034003998.1	287	DruH3	DruH3_00012	22414	25749	-	Pseudomonas aeruginosa	strain=GO73	Contig	g-proteobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	NA	2	NA	NA	NA
GCF_007021965.1	NZ_VJNL01000010.1	WP_134629231.1	WP_031756414.1	287	DruE3	DruE3_00003	16086	22421	-	Pseudomonas aeruginosa	strain=GO73	Contig	g-proteobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	NA	2	NA	NA	NA
GCF_007097495.1	NZ_VKDA01000002.1	WP_144076020.1	WP_144076020.1	373891	DruE3	DruE3_00003	477489	483782	-	Flammeovirga kamogawensis	strain=YS10	Contig	CFB group bacteria	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	Flammeovirgaceae	Flammeovirga	Flammeovirga kamogawensis	NA	8	NA	NA	NA
GCF_007097495.1	NZ_VKDA01000002.1	WP_144076021.1	WP_144076021.1	373891	DruH3	DruH3_00012	483794	487024	-	Flammeovirga kamogawensis	strain=YS10	Contig	CFB group bacteria	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	Flammeovirgaceae	Flammeovirga	Flammeovirga kamogawensis	NA	8	NA	NA	NA
GCF_007107705.1	NZ_CP041522.1	WP_000213430.1	WP_000213431.1	562	DruE3	DruE3_00003	210920	217264	+	Escherichia coli	strain=GN06007	Chromosome	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	2	NA	NA	NA
GCF_007107705.1	NZ_CP041522.1	WP_001513100.1	WP_001513100.1	562	DruH3	DruH3_00012	207617	210907	+	Escherichia coli	strain=GN06007	Chromosome	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	2	NA	NA	NA
GCF_007109445.1	NZ_CP041520.1	WP_020219138.1	WP_105277776.1	562	DruE3	DruE3_00003	2013153	2019467	+	Escherichia coli	strain=ESBL92	Chromosome	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_007109445.1	NZ_CP041520.1	WP_133301053.1	WP_123059740.1	562	DruH3	DruH3_00004	2009794	2013153	+	Escherichia coli	strain=ESBL92	Chromosome	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_007197645.1	NZ_VKGK01000006.1	WP_143563859.1	WP_143563859.1	25	DruE3	DruE3_00003	120555	127007	-	Shewanella hanedai	strain=JCM 20706	Contig	g-proteobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella hanedai	Y	12	NA	NA	GEI
GCF_007197645.1	NZ_VKGK01000006.1	WP_143563860.1	WP_143563860.1	25	DruH3	DruH3_00001	127007	130540	-	Shewanella hanedai	strain=JCM 20706	Contig	g-proteobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella hanedai	Y	12	NA	NA	GEI
GCF_007280475.1	NZ_VKLT01000011.1	WP_060445887.1	WP_143779221.1	615	DruE3	DruE3_00003	94619	100939	+	Serratia marcescens	strain=S11	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia marcescens	NA	2	NA	NA	NA
GCF_007280475.1	NZ_VKLT01000011.1	WP_228205235.1	WP_143779220.1	615	DruH3	DruH3_00012	91308	94607	+	Serratia marcescens	strain=S11	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia marcescens	NA	2	NA	NA	NA
GCF_007352595.1	NZ_SSWI01000001.1	WP_020219138.1	WP_144319414.1	562	DruE3	DruE3_00003	773206	779520	+	Escherichia coli	strain=2ZN37-2	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_007352595.1	NZ_SSWI01000001.1	WP_133301053.1	WP_122986731.1	562	DruH3	DruH3_00004	769847	773206	+	Escherichia coli	strain=2ZN37-2	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_007636515.1	NZ_LVDR01000015.1	WP_144361933.1	WP_144361933.1	2569536	DruE3	DruE3_00003	64369	70647	-	Shewanella sp. MSW	strain=MSW	Scaffold	g-proteobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella sp. MSW	Y	3	NA	NA	GEI
GCF_007636515.1	NZ_LVDR01000015.1	WP_144361934.1	WP_144361934.1	2569536	DruH3	DruH3_00012	70662	73976	-	Shewanella sp. MSW	strain=MSW	Scaffold	g-proteobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella sp. MSW	Y	3	NA	NA	GEI
GCF_007657945.1	NZ_VJXM01000082.1	WP_004178409.1	WP_023283168.1	573	DruH3	DruH3_00012	4093	7380	+	Klebsiella pneumoniae subsp. pneumoniae	strain=ATH10	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_007657945.1	NZ_VJXM01000082.1	WP_200119417.1	WP_060577968.1	573	DruE3	DruE3_00003	7393	13713	+	Klebsiella pneumoniae subsp. pneumoniae	strain=ATH10	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_007657965.1	NZ_VJXN01000079.1	WP_004178409.1	WP_023283168.1	573	DruH3	DruH3_00012	6795	10082	-	Klebsiella pneumoniae subsp. pneumoniae	strain=ATH9	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_007657965.1	NZ_VJXN01000079.1	WP_200119417.1	WP_060577968.1	573	DruE3	DruE3_00003	462	6782	-	Klebsiella pneumoniae subsp. pneumoniae	strain=ATH9	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_007680465.1	NZ_VEIK01000006.1	WP_144956935.1	WP_144956935.1	47885	DruH3	DruH3_00012	84038	87373	+	Pseudomonas oryzihabitans	strain=DE0023	Scaffold	g-proteobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas oryzihabitans	Y	2	NA	NA	GEI
GCF_007680465.1	NZ_VEIK01000006.1	WP_144956938.1	WP_144956938.1	47885	DruE3	DruE3_00003	87366	93704	+	Pseudomonas oryzihabitans	strain=DE0023	Scaffold	g-proteobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas oryzihabitans	Y	2	NA	NA	GEI
GCF_007693735.1	NZ_VDBZ01000001.1	WP_145201772.1	WP_145201772.1	2583228	DruH3	DruH3_00003	1863659	1866955	+	Sphingobium sp. B2	strain=B2	Scaffold	a-proteobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingobiaceae	Sphingobium	Sphingobium sp. B2	Y	14	NA	NA	NA
GCF_007693735.1	NZ_VDBZ01000001.1	WP_186378788.1	WP_186378788.1	2583228	DruE3	DruE3_00003	1866945	1872908	+	Sphingobium sp. B2	strain=B2	Scaffold	a-proteobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingobiaceae	Sphingobium	Sphingobium sp. B2	Y	14	NA	NA	NA
GCF_007833575.1	NZ_CP030072.1	WP_004178409.1	WP_004178409.1	573	DruH3	DruH3_00012	591028	594315	-	Klebsiella pneumoniae	strain=DA12090	Complete Genome	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_007833575.1	NZ_CP030072.1	WP_200119417.1	WP_004178408.1	573	DruE3	DruE3_00003	584695	591015	-	Klebsiella pneumoniae	strain=DA12090	Complete Genome	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_007833875.1	NZ_CP040456.1	WP_000213430.1	WP_145747982.1	562	DruE3	DruE3_00003	4327661	4334005	-	Escherichia coli	strain=UPEC132	Complete Genome	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	2	NA	NA	NA
GCF_007833875.1	NZ_CP040456.1	WP_001513100.1	WP_001513100.1	562	DruH3	DruH3_00012	4334018	4337308	-	Escherichia coli	strain=UPEC132	Complete Genome	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	2	NA	NA	NA
GCF_007844305.1	NZ_NCXS01000001.1	WP_145769121.1	WP_145769121.1	311182	DruH3	DruH3_00011	377893	380295	-	Denitratisoma oestradiolicum	strain=DSM 16959	Scaffold	b-proteobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae	Denitratisoma	Denitratisoma oestradiolicum	Y	9	0.9703	NA	NA
GCF_007844305.1	NZ_NCXS01000001.1	WP_170228068.1	WP_170228068.1	311182	DruE3	DruE3_00003	371624	377887	-	Denitratisoma oestradiolicum	strain=DSM 16959	Scaffold	b-proteobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae	Denitratisoma	Denitratisoma oestradiolicum	Y	9	0.9703	NA	NA
